route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
1,2,605400,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338894,45278,0,0
1,2,605401,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338893,45277,0,0
1,2,605402,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338896,45278,0,0
1,2,605403,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338895,45277,0,0
1,2,605404,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338897,45278,0,0
1,2,605405,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338888,45277,0,0
1,2,605406,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338899,45278,0,0
1,2,605407,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338898,45277,0,0
1,2,605408,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338900,45278,0,0
1,2,605409,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338889,45277,0,0
1,2,605410,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338890,45278,0,0
1,2,605411,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338891,45277,0,0
1,2,605412,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338892,45278,0,0
1,2,605413,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338893,45277,0,0
1,2,605414,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338894,45278,0,0
1,2,605415,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338895,45277,0,0
1,2,605416,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338896,45278,0,0
1,2,605417,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338893,45278,0,0
1,2,605418,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338888,45278,0,0
1,2,605419,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338896,45277,0,0
1,2,605420,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338898,45278,0,0
1,2,605421,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338897,45277,0,0
1,2,605422,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338889,45278,0,0
1,2,605423,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338900,45277,0,0
1,2,605424,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338898,45279,0,0
1,2,605425,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338888,45277,0,0
1,2,605426,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338897,45278,0,0
1,2,605427,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338898,45277,0,0
1,2,605428,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338899,45278,0,0
1,2,605429,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338889,45277,0,0
1,2,605430,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338900,45278,0,0
1,2,605431,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338891,45277,0,0
1,2,605432,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338901,45278,0,0
1,2,605433,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338890,45277,0,0
1,2,605434,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338892,45277,0,0
1,2,605435,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338895,45278,0,0
1,2,605436,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338894,45277,0,0
1,2,605437,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338899,45277,0,0
1,2,605438,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338891,45278,0,0
1,2,605439,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338900,45277,0,0
1,2,605440,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338890,45278,0,0
1,2,605441,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338901,45277,0,0
1,2,605442,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338892,45278,0,0
1,2,605443,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338893,45277,0,0
1,2,605444,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338894,45278,0,0
1,2,605445,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338895,45277,0,0
1,2,605446,1 KENNY LIVINGSTON TO SAWMILL AND BETHEL,1,338898,45278,0,0
1,2,605447,1 KENNY LIVINGSTON TO RIVERSIDE HOSPITAL,1,338897,45277,0,0
