stop_id,stop_code,stop_lat,stop_lon
KENFOLS,3476,40.050478,-83.049884
KENWINS,3478,40.046527,-83.050149
KENPARS,3480,40.043228,-83.050394
KENMCCS,3482,40.040292,-83.050605
KENMILS,3484,40.036631,-83.050863
NORCLEE,3488,40.02873,-83.045614
NORSHAE,3489,40.029015,-83.042568
NORENTE,3490,40.029301,-83.034629
OLEUNIS,3491,40.027108,-83.027846
REYRIDSW,3522,39.939285,-82.827489
OLELANN,3524,40.007262,-83.022953
OLE3440S,3662,40.029064,-83.029427
NOREXIW,3825,40.029556,-83.035658
LIVBERE,3866,39.948967,-82.956645
HIG18TS,3957,40.002899,-83.008719
LIVBRIW,4025,39.942184,-82.830486
LIVLATE,4063,39.9441,-82.867046
HIGRICN,4085,39.957314,-82.999596
HIGSTANN,4087,39.959836,-83.000015
HIGNATN,4092,39.968227,-83.001755
HIGOHIN,4094,39.96987,-83.002013
HIGSPRUN,4095,39.972747,-83.002579
HIGSWANS,4096,39.973099,-83.00285
LIVQUAE,4097,39.942963,-82.841065
HIGNATS,4100,39.968182,-83.001838
HIGLONS,4101,39.965157,-83.001322
HIGTOWS,4106,39.958095,-82.999953
HIGMOUS,4109,39.954153,-82.999185
LIVSARW,4111,39.942456,-82.835749
OLE2825N,4204,40.018477,-83.023723
LIV3RDE,4211,39.952724,-82.996294
EWMHARN,4231,40.020472,-83.024937
OLEBURN,4350,40.014478,-83.022271
OLE3420N,4417,40.029275,-83.029277
OLERIVN,4453,40.024336,-83.025947
LIVMCNW,4667,39.942626,-82.838039
GODCHEW,4911,40.060216,-83.050996
LIVALUW,4928,39.948562,-82.945938
LIV18TW,4929,39.950827,-82.977497
GODCAMN,4930,40.06201,-83.054974
BETDIEW,5131,40.064425,-83.075519
EASOFFW,5142,39.938459,-82.829
HIGOHIS,5208,39.970186,-83.002323
RESSAWE,5216,40.067851,-83.091564
PICBETS,5217,40.065959,-83.086596
BETDIEE,5218,40.064184,-83.07436
BETCOAW,5224,40.064626,-83.0817
BETWOOE,5225,40.064408,-83.080785
BETMCKW,5606,40.064282,-83.07086
BETBETW,5607,40.064509,-83.078202
BETOLGE,5608,40.064068,-83.070427
BETHEDE,5609,40.0643,-83.077475
BETREEW,5750,40.064207,-83.067336
BETPORW,5751,40.064002,-83.062532
BETREEE,5771,40.06389,-83.06603
BETPORE,5772,40.063794,-83.061802
BETGODW,5781,40.06384,-83.057486
HIGGAYN,5910,39.964424,-83.00096
HIG9THN,5983,39.993254,-83.006599
KENRUES,6039,40.0309,-83.049521
LIVMAYE,6091,39.94815,-82.941161
OLEARGN,6351,40.012481,-83.02198
OLEARGS,6352,40.011504,-83.022319
220OLEN,6353,40.009742,-83.022347
RIVHOSW,6364,40.032262,-83.032227
HIGMOUN,6370,39.954211,-82.998989
HIGBRONN,6464,39.961687,-83.000479
GODBETS,6532,40.06278,-83.056846
SAWBETN,6580,40.066004,-83.093052
OLE2825S,6778,40.018712,-83.024156
2425BET,6845,40.064526,-83.084106
OLERIVS1,6945,40.024316,-83.026198
BETGRYSW,7089,40.064933,-83.090337
OLEHARS2,7128,40.020425,-83.024769
LIVCHEE,7157,39.94736,-82.925531
LIVCARW,7175,39.949977,-82.974898
LIVBROW,7178,39.947313,-82.922266
LIVCHEW,7213,39.947494,-82.925709
LIVSIMW1,7230,39.944621,-82.8736
HIGMAIS2,7257,39.955576,-82.999492
HIGPREN,7413,39.980166,-83.004035
LANHIGW,7536,40.006139,-83.010373
HIGLANS,7537,40.00565,-83.009261
LANNEIW,7538,40.006269,-83.014143
LANNEIE,7539,40.006144,-83.013788
LANTUTW,7541,40.0064,-83.016767
LANTUTE,7542,40.006301,-83.01692
LANOLEE,7545,40.006508,-83.022794
BETPICW,7546,40.064843,-83.087054
OLEACKS,7547,40.015379,-83.022838
OLEDODN,7548,40.016977,-83.023101
BROOLEW,8009,40.029772,-83.032682
